column_0,dstid,sourceid,day,total_records,total_duration,total_squares_duration,total_log_duration,total_squares_log_duration,geoid10,X_geojson,day1_geom,day2_geom
11,7,567,12,9,10279,16927195,62.1520307029747,431.097866759169,42003981800,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.907929,40.48362],[-79.90653,40.483936],[-79.905354,40.486726],[-79.90168,40.486218],[-79.8882,40.483948],[-79.8843,40.483393],[-79.883772,40.483406],[-79.884665,40.479312],[-79.886561,40.478184],[-79.887081,40.47592],[-79.887722,40.474975],[-79.889086,40.475473],[-79.890637,40.474694],[-79.898424,40.475723],[-79.899177,40.476061],[-79.904563,40.474025],[-79.908275,40.474216],[-79.907929,40.48362]]]]},""properties"":{""MOVEMENT_ID"":""7"",""DISPLAY_NAME"":""7100 Leech Farm Road, Lincoln-Lemington-Belmar, Pittsburgh"",""GEOID10"":""42003981800""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.907929,40.48362],[-79.90653,40.483936],[-79.905354,40.486726],[-79.90168,40.486218],[-79.8882,40.483948],[-79.8843,40.483393],[-79.883772,40.483406],[-79.884665,40.479312],[-79.886561,40.478184],[-79.887081,40.47592],[-79.887722,40.474975],[-79.889086,40.475473],[-79.890637,40.474694],[-79.898424,40.475723],[-79.899177,40.476061],[-79.904563,40.474025],[-79.908275,40.474216],[-79.907929,40.48362]]]]},""properties"":{""MOVEMENT_ID"":""7"",""DISPLAY_NAME"":""7100 Leech Farm Road, Lincoln-Lemington-Belmar, Pittsburgh"",""GEOID10"":""42003981800""}}",
12,8,567,12,40,13325,5868621,225.969546044734,1291.71677167826,42003250700,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.029415,40.463079],[-80.028757,40.462634],[-80.022707,40.463783],[-80.022035,40.46338],[-80.020566,40.462972],[-80.018962,40.461512],[-80.018297,40.460393],[-80.01642,40.459273],[-80.015391,40.456234],[-80.018075,40.455769],[-80.020109,40.4552],[-80.020403,40.456122],[-80.024623,40.45962],[-80.030776,40.462125],[-80.029415,40.463079]]]]},""properties"":{""MOVEMENT_ID"":""8"",""DISPLAY_NAME"":""900 Lamont Street, California-Kirkbride, Pittsburgh"",""GEOID10"":""42003250700""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.029415,40.463079],[-80.028757,40.462634],[-80.022707,40.463783],[-80.022035,40.46338],[-80.020566,40.462972],[-80.018962,40.461512],[-80.018297,40.460393],[-80.01642,40.459273],[-80.015391,40.456234],[-80.018075,40.455769],[-80.020109,40.4552],[-80.020403,40.456122],[-80.024623,40.45962],[-80.030776,40.462125],[-80.029415,40.463079]]]]},""properties"":{""MOVEMENT_ID"":""8"",""DISPLAY_NAME"":""900 Lamont Street, California-Kirkbride, Pittsburgh"",""GEOID10"":""42003250700""}}",
13,8,567,5,42,17941,11317029,239.310927486761,1419.73366045065,42003250700,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.029415,40.463079],[-80.028757,40.462634],[-80.022707,40.463783],[-80.022035,40.46338],[-80.020566,40.462972],[-80.018962,40.461512],[-80.018297,40.460393],[-80.01642,40.459273],[-80.015391,40.456234],[-80.018075,40.455769],[-80.020109,40.4552],[-80.020403,40.456122],[-80.024623,40.45962],[-80.030776,40.462125],[-80.029415,40.463079]]]]},""properties"":{""MOVEMENT_ID"":""8"",""DISPLAY_NAME"":""900 Lamont Street, California-Kirkbride, Pittsburgh"",""GEOID10"":""42003250700""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.029415,40.463079],[-80.028757,40.462634],[-80.022707,40.463783],[-80.022035,40.46338],[-80.020566,40.462972],[-80.018962,40.461512],[-80.018297,40.460393],[-80.01642,40.459273],[-80.015391,40.456234],[-80.018075,40.455769],[-80.020109,40.4552],[-80.020403,40.456122],[-80.024623,40.45962],[-80.030776,40.462125],[-80.029415,40.463079]]]]},""properties"":{""MOVEMENT_ID"":""8"",""DISPLAY_NAME"":""900 Lamont Street, California-Kirkbride, Pittsburgh"",""GEOID10"":""42003250700""}}"
14,9,567,5,27,29231,38670799,186.02130551425,1286.57933421329,42003520001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.83018,40.431044],[-79.827389,40.432144],[-79.82321,40.430822],[-79.820982,40.433789],[-79.826146,40.439067],[-79.824713,40.440901],[-79.82774,40.441585],[-79.827447,40.444484],[-79.82732,40.444994],[-79.812865,40.441285],[-79.802628,40.43857],[-79.802992,40.436561],[-79.80433,40.433868],[-79.802043,40.431965],[-79.802941,40.427426],[-79.803552,40.426832],[-79.807672,40.425269],[-79.810875,40.422893],[-79.816057,40.41981],[-79.818915,40.417333],[-79.82078,40.416864],[-79.820183,40.417779],[-79.822612,40.416541],[-79.821615,40.41779],[-79.824037,40.417842],[-79.826905,40.421767],[-79.826374,40.425719],[-79.827661,40.429645],[-79.83018,40.431044]]]]},""properties"":{""MOVEMENT_ID"":""9"",""DISPLAY_NAME"":""300 Frazier Drive, Eastmont, Pittsburgh"",""GEOID10"":""42003520001""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.83018,40.431044],[-79.827389,40.432144],[-79.82321,40.430822],[-79.820982,40.433789],[-79.826146,40.439067],[-79.824713,40.440901],[-79.82774,40.441585],[-79.827447,40.444484],[-79.82732,40.444994],[-79.812865,40.441285],[-79.802628,40.43857],[-79.802992,40.436561],[-79.80433,40.433868],[-79.802043,40.431965],[-79.802941,40.427426],[-79.803552,40.426832],[-79.807672,40.425269],[-79.810875,40.422893],[-79.816057,40.41981],[-79.818915,40.417333],[-79.82078,40.416864],[-79.820183,40.417779],[-79.822612,40.416541],[-79.821615,40.41779],[-79.824037,40.417842],[-79.826905,40.421767],[-79.826374,40.425719],[-79.827661,40.429645],[-79.83018,40.431044]]]]},""properties"":{""MOVEMENT_ID"":""9"",""DISPLAY_NAME"":""300 Frazier Drive, Eastmont, Pittsburgh"",""GEOID10"":""42003520001""}}"
15,9,567,12,42,41580,50122016,286.557932696495,1960.46634031625,42003520001,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.83018,40.431044],[-79.827389,40.432144],[-79.82321,40.430822],[-79.820982,40.433789],[-79.826146,40.439067],[-79.824713,40.440901],[-79.82774,40.441585],[-79.827447,40.444484],[-79.82732,40.444994],[-79.812865,40.441285],[-79.802628,40.43857],[-79.802992,40.436561],[-79.80433,40.433868],[-79.802043,40.431965],[-79.802941,40.427426],[-79.803552,40.426832],[-79.807672,40.425269],[-79.810875,40.422893],[-79.816057,40.41981],[-79.818915,40.417333],[-79.82078,40.416864],[-79.820183,40.417779],[-79.822612,40.416541],[-79.821615,40.41779],[-79.824037,40.417842],[-79.826905,40.421767],[-79.826374,40.425719],[-79.827661,40.429645],[-79.83018,40.431044]]]]},""properties"":{""MOVEMENT_ID"":""9"",""DISPLAY_NAME"":""300 Frazier Drive, Eastmont, Pittsburgh"",""GEOID10"":""42003520001""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.83018,40.431044],[-79.827389,40.432144],[-79.82321,40.430822],[-79.820982,40.433789],[-79.826146,40.439067],[-79.824713,40.440901],[-79.82774,40.441585],[-79.827447,40.444484],[-79.82732,40.444994],[-79.812865,40.441285],[-79.802628,40.43857],[-79.802992,40.436561],[-79.80433,40.433868],[-79.802043,40.431965],[-79.802941,40.427426],[-79.803552,40.426832],[-79.807672,40.425269],[-79.810875,40.422893],[-79.816057,40.41981],[-79.818915,40.417333],[-79.82078,40.416864],[-79.820183,40.417779],[-79.822612,40.416541],[-79.821615,40.41779],[-79.824037,40.417842],[-79.826905,40.421767],[-79.826374,40.425719],[-79.827661,40.429645],[-79.83018,40.431044]]]]},""properties"":{""MOVEMENT_ID"":""9"",""DISPLAY_NAME"":""300 Frazier Drive, Eastmont, Pittsburgh"",""GEOID10"":""42003520001""}}",
16,10,567,12,1,2915,8497225,7.97762509878459,63.6425022167579,42003525100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.838629,40.514257],[-79.838177,40.515885],[-79.83757,40.52098],[-79.827772,40.520295],[-79.822752,40.520379],[-79.82283,40.522928],[-79.821295,40.522943],[-79.821474,40.526015],[-79.820868,40.526167],[-79.819218,40.5233],[-79.820344,40.518101],[-79.819916,40.517628],[-79.819706,40.517397],[-79.820773,40.515236],[-79.824341,40.515293],[-79.827704,40.511968],[-79.833101,40.513601],[-79.833797,40.513162],[-79.83402,40.512712],[-79.835906,40.511426],[-79.838652,40.511824],[-79.838629,40.514257]]]]},""properties"":{""MOVEMENT_ID"":""10"",""DISPLAY_NAME"":""100 Commons Drive, Dark Hollow, Oakmont"",""GEOID10"":""42003525100""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.838629,40.514257],[-79.838177,40.515885],[-79.83757,40.52098],[-79.827772,40.520295],[-79.822752,40.520379],[-79.82283,40.522928],[-79.821295,40.522943],[-79.821474,40.526015],[-79.820868,40.526167],[-79.819218,40.5233],[-79.820344,40.518101],[-79.819916,40.517628],[-79.819706,40.517397],[-79.820773,40.515236],[-79.824341,40.515293],[-79.827704,40.511968],[-79.833101,40.513601],[-79.833797,40.513162],[-79.83402,40.512712],[-79.835906,40.511426],[-79.838652,40.511824],[-79.838629,40.514257]]]]},""properties"":{""MOVEMENT_ID"":""10"",""DISPLAY_NAME"":""100 Commons Drive, Dark Hollow, Oakmont"",""GEOID10"":""42003525100""}}",
17,14,567,5,5,4204,3672718,33.5778991955834,225.680139259648,42003561600,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982259,40.417667],[-79.98041,40.417739],[-79.978869,40.417957],[-79.975699,40.417128],[-79.97452,40.417251],[-79.972908,40.417424],[-79.971334,40.417602],[-79.966578,40.417192],[-79.965676,40.417339],[-79.965472,40.417374],[-79.965105,40.417431],[-79.964039,40.418266],[-79.963596,40.419024],[-79.96304,40.419286],[-79.962724,40.420099],[-79.962728,40.420321],[-79.961989,40.420928],[-79.961288,40.421257],[-79.957899,40.419006],[-79.956627,40.417316],[-79.955754,40.414277],[-79.955836,40.410947],[-79.955098,40.410546],[-79.956366,40.410631],[-79.958292,40.409969],[-79.963567,40.409485],[-79.965228,40.408082],[-79.96545,40.40808],[-79.964883,40.410143],[-79.967497,40.411661],[-79.972033,40.412458],[-79.975791,40.413313],[-79.977713,40.41415],[-79.978171,40.41424],[-79.981795,40.414111],[-79.982259,40.417667]]]]},""properties"":{""MOVEMENT_ID"":""14"",""DISPLAY_NAME"":""2900 Devlin Street, Arlington Heights, Pittsburgh"",""GEOID10"":""42003561600""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982259,40.417667],[-79.98041,40.417739],[-79.978869,40.417957],[-79.975699,40.417128],[-79.97452,40.417251],[-79.972908,40.417424],[-79.971334,40.417602],[-79.966578,40.417192],[-79.965676,40.417339],[-79.965472,40.417374],[-79.965105,40.417431],[-79.964039,40.418266],[-79.963596,40.419024],[-79.96304,40.419286],[-79.962724,40.420099],[-79.962728,40.420321],[-79.961989,40.420928],[-79.961288,40.421257],[-79.957899,40.419006],[-79.956627,40.417316],[-79.955754,40.414277],[-79.955836,40.410947],[-79.955098,40.410546],[-79.956366,40.410631],[-79.958292,40.409969],[-79.963567,40.409485],[-79.965228,40.408082],[-79.96545,40.40808],[-79.964883,40.410143],[-79.967497,40.411661],[-79.972033,40.412458],[-79.975791,40.413313],[-79.977713,40.41415],[-79.978171,40.41424],[-79.981795,40.414111],[-79.982259,40.417667]]]]},""properties"":{""MOVEMENT_ID"":""14"",""DISPLAY_NAME"":""2900 Devlin Street, Arlington Heights, Pittsburgh"",""GEOID10"":""42003561600""}}"
18,14,567,12,11,15940,29356292,78.3998400722377,562.356160561576,42003561600,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982259,40.417667],[-79.98041,40.417739],[-79.978869,40.417957],[-79.975699,40.417128],[-79.97452,40.417251],[-79.972908,40.417424],[-79.971334,40.417602],[-79.966578,40.417192],[-79.965676,40.417339],[-79.965472,40.417374],[-79.965105,40.417431],[-79.964039,40.418266],[-79.963596,40.419024],[-79.96304,40.419286],[-79.962724,40.420099],[-79.962728,40.420321],[-79.961989,40.420928],[-79.961288,40.421257],[-79.957899,40.419006],[-79.956627,40.417316],[-79.955754,40.414277],[-79.955836,40.410947],[-79.955098,40.410546],[-79.956366,40.410631],[-79.958292,40.409969],[-79.963567,40.409485],[-79.965228,40.408082],[-79.96545,40.40808],[-79.964883,40.410143],[-79.967497,40.411661],[-79.972033,40.412458],[-79.975791,40.413313],[-79.977713,40.41415],[-79.978171,40.41424],[-79.981795,40.414111],[-79.982259,40.417667]]]]},""properties"":{""MOVEMENT_ID"":""14"",""DISPLAY_NAME"":""2900 Devlin Street, Arlington Heights, Pittsburgh"",""GEOID10"":""42003561600""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.982259,40.417667],[-79.98041,40.417739],[-79.978869,40.417957],[-79.975699,40.417128],[-79.97452,40.417251],[-79.972908,40.417424],[-79.971334,40.417602],[-79.966578,40.417192],[-79.965676,40.417339],[-79.965472,40.417374],[-79.965105,40.417431],[-79.964039,40.418266],[-79.963596,40.419024],[-79.96304,40.419286],[-79.962724,40.420099],[-79.962728,40.420321],[-79.961989,40.420928],[-79.961288,40.421257],[-79.957899,40.419006],[-79.956627,40.417316],[-79.955754,40.414277],[-79.955836,40.410947],[-79.955098,40.410546],[-79.956366,40.410631],[-79.958292,40.409969],[-79.963567,40.409485],[-79.965228,40.408082],[-79.96545,40.40808],[-79.964883,40.410143],[-79.967497,40.411661],[-79.972033,40.412458],[-79.975791,40.413313],[-79.977713,40.41415],[-79.978171,40.41424],[-79.981795,40.414111],[-79.982259,40.417667]]]]},""properties"":{""MOVEMENT_ID"":""14"",""DISPLAY_NAME"":""2900 Devlin Street, Arlington Heights, Pittsburgh"",""GEOID10"":""42003561600""}}",
19,15,567,5,2,4221,9018401,15.2969378104466,117.023049710581,42007604200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.236599,40.598861],[-80.235682,40.603867],[-80.226836,40.603958],[-80.226275,40.605038],[-80.226182,40.596717],[-80.22605,40.593871],[-80.225051,40.590803],[-80.224885,40.589513],[-80.231912,40.588703],[-80.233807,40.592454],[-80.236044,40.59236],[-80.236599,40.598861]]]]},""properties"":{""MOVEMENT_ID"":""15"",""DISPLAY_NAME"":""200 16th Street, Ambridge"",""GEOID10"":""42007604200""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.236599,40.598861],[-80.235682,40.603867],[-80.226836,40.603958],[-80.226275,40.605038],[-80.226182,40.596717],[-80.22605,40.593871],[-80.225051,40.590803],[-80.224885,40.589513],[-80.231912,40.588703],[-80.233807,40.592454],[-80.236044,40.59236],[-80.236599,40.598861]]]]},""properties"":{""MOVEMENT_ID"":""15"",""DISPLAY_NAME"":""200 16th Street, Ambridge"",""GEOID10"":""42007604200""}}"
20,16,567,5,3,6041,12378075,22.7975378992374,173.293038623217,42003552100,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.869999,40.349467],[-79.86863,40.349513],[-79.864752,40.349999],[-79.859529,40.349678],[-79.860987,40.348813],[-79.860965,40.346746],[-79.857922,40.345609],[-79.858447,40.343136],[-79.857374,40.342582],[-79.85831,40.341049],[-79.86133,40.3429],[-79.862119,40.342414],[-79.859899,40.340044],[-79.861405,40.338816],[-79.864827,40.340674],[-79.8667,40.34224],[-79.868155,40.344519],[-79.869955,40.349139],[-79.869999,40.349467]]]]},""properties"":{""MOVEMENT_ID"":""16"",""DISPLAY_NAME"":""200 10th Street, McKeesport"",""GEOID10"":""42003552100""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.869999,40.349467],[-79.86863,40.349513],[-79.864752,40.349999],[-79.859529,40.349678],[-79.860987,40.348813],[-79.860965,40.346746],[-79.857922,40.345609],[-79.858447,40.343136],[-79.857374,40.342582],[-79.85831,40.341049],[-79.86133,40.3429],[-79.862119,40.342414],[-79.859899,40.340044],[-79.861405,40.338816],[-79.864827,40.340674],[-79.8667,40.34224],[-79.868155,40.344519],[-79.869955,40.349139],[-79.869999,40.349467]]]]},""properties"":{""MOVEMENT_ID"":""16"",""DISPLAY_NAME"":""200 10th Street, McKeesport"",""GEOID10"":""42003552100""}}"
21,17,567,12,7,8586,11858164,49.2568724953457,347.77042108887,42003478200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.984863,40.36298],[-79.980324,40.367042],[-79.976073,40.368814],[-79.975278,40.369752],[-79.975155,40.370296],[-79.97546,40.372979],[-79.975464,40.376555],[-79.975495,40.379277],[-79.975797,40.380424],[-79.976142,40.381301],[-79.976845,40.382844],[-79.97765,40.384143],[-79.976472,40.385386],[-79.974081,40.384792],[-79.97124,40.385734],[-79.96982,40.385788],[-79.969419,40.385792],[-79.969105,40.382728],[-79.966577,40.381216],[-79.966755,40.380589],[-79.962774,40.378856],[-79.965094,40.375664],[-79.961621,40.371529],[-79.962624,40.37047],[-79.964472,40.369701],[-79.964883,40.369537],[-79.971406,40.366555],[-79.974847,40.364294],[-79.982341,40.360872],[-79.983331,40.362571],[-79.987958,40.362379],[-79.984863,40.36298]]]]},""properties"":{""MOVEMENT_ID"":""17"",""DISPLAY_NAME"":""300 Dailey Road, Brentwood"",""GEOID10"":""42003478200""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.984863,40.36298],[-79.980324,40.367042],[-79.976073,40.368814],[-79.975278,40.369752],[-79.975155,40.370296],[-79.97546,40.372979],[-79.975464,40.376555],[-79.975495,40.379277],[-79.975797,40.380424],[-79.976142,40.381301],[-79.976845,40.382844],[-79.97765,40.384143],[-79.976472,40.385386],[-79.974081,40.384792],[-79.97124,40.385734],[-79.96982,40.385788],[-79.969419,40.385792],[-79.969105,40.382728],[-79.966577,40.381216],[-79.966755,40.380589],[-79.962774,40.378856],[-79.965094,40.375664],[-79.961621,40.371529],[-79.962624,40.37047],[-79.964472,40.369701],[-79.964883,40.369537],[-79.971406,40.366555],[-79.974847,40.364294],[-79.982341,40.360872],[-79.983331,40.362571],[-79.987958,40.362379],[-79.984863,40.36298]]]]},""properties"":{""MOVEMENT_ID"":""17"",""DISPLAY_NAME"":""300 Dailey Road, Brentwood"",""GEOID10"":""42003478200""}}",
22,17,567,5,20,20708,23312760,137.965459938384,953.539729868035,42003478200,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.984863,40.36298],[-79.980324,40.367042],[-79.976073,40.368814],[-79.975278,40.369752],[-79.975155,40.370296],[-79.97546,40.372979],[-79.975464,40.376555],[-79.975495,40.379277],[-79.975797,40.380424],[-79.976142,40.381301],[-79.976845,40.382844],[-79.97765,40.384143],[-79.976472,40.385386],[-79.974081,40.384792],[-79.97124,40.385734],[-79.96982,40.385788],[-79.969419,40.385792],[-79.969105,40.382728],[-79.966577,40.381216],[-79.966755,40.380589],[-79.962774,40.378856],[-79.965094,40.375664],[-79.961621,40.371529],[-79.962624,40.37047],[-79.964472,40.369701],[-79.964883,40.369537],[-79.971406,40.366555],[-79.974847,40.364294],[-79.982341,40.360872],[-79.983331,40.362571],[-79.987958,40.362379],[-79.984863,40.36298]]]]},""properties"":{""MOVEMENT_ID"":""17"",""DISPLAY_NAME"":""300 Dailey Road, Brentwood"",""GEOID10"":""42003478200""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.984863,40.36298],[-79.980324,40.367042],[-79.976073,40.368814],[-79.975278,40.369752],[-79.975155,40.370296],[-79.97546,40.372979],[-79.975464,40.376555],[-79.975495,40.379277],[-79.975797,40.380424],[-79.976142,40.381301],[-79.976845,40.382844],[-79.97765,40.384143],[-79.976472,40.385386],[-79.974081,40.384792],[-79.97124,40.385734],[-79.96982,40.385788],[-79.969419,40.385792],[-79.969105,40.382728],[-79.966577,40.381216],[-79.966755,40.380589],[-79.962774,40.378856],[-79.965094,40.375664],[-79.961621,40.371529],[-79.962624,40.37047],[-79.964472,40.369701],[-79.964883,40.369537],[-79.971406,40.366555],[-79.974847,40.364294],[-79.982341,40.360872],[-79.983331,40.362571],[-79.987958,40.362379],[-79.984863,40.36298]]]]},""properties"":{""MOVEMENT_ID"":""17"",""DISPLAY_NAME"":""300 Dailey Road, Brentwood"",""GEOID10"":""42003478200""}}"
23,19,567,12,23,18619,16488399,153.005236716383,1019.82097139155,42003437000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.122092,40.549091],[-80.119901,40.551148],[-80.115702,40.553051],[-80.113852,40.558766],[-80.113522,40.562274],[-80.113457,40.566145],[-80.116675,40.570457],[-80.113884,40.570515],[-80.113907,40.57546],[-80.086184,40.556911],[-80.081153,40.553587],[-80.064048,40.542246],[-80.063394,40.532711],[-80.062322,40.515864],[-80.062292,40.515437],[-80.071235,40.518173],[-80.095882,40.526587],[-80.109127,40.531505],[-80.121556,40.536256],[-80.121797,40.541399],[-80.122092,40.549091]]]]},""properties"":{""MOVEMENT_ID"":""19"",""DISPLAY_NAME"":""1500 Roosevelt Road, Pittsburgh"",""GEOID10"":""42003437000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.122092,40.549091],[-80.119901,40.551148],[-80.115702,40.553051],[-80.113852,40.558766],[-80.113522,40.562274],[-80.113457,40.566145],[-80.116675,40.570457],[-80.113884,40.570515],[-80.113907,40.57546],[-80.086184,40.556911],[-80.081153,40.553587],[-80.064048,40.542246],[-80.063394,40.532711],[-80.062322,40.515864],[-80.062292,40.515437],[-80.071235,40.518173],[-80.095882,40.526587],[-80.109127,40.531505],[-80.121556,40.536256],[-80.121797,40.541399],[-80.122092,40.549091]]]]},""properties"":{""MOVEMENT_ID"":""19"",""DISPLAY_NAME"":""1500 Roosevelt Road, Pittsburgh"",""GEOID10"":""42003437000""}}",
24,19,567,5,40,32282,29267990,265.754654576683,1769.31208766404,42003437000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.122092,40.549091],[-80.119901,40.551148],[-80.115702,40.553051],[-80.113852,40.558766],[-80.113522,40.562274],[-80.113457,40.566145],[-80.116675,40.570457],[-80.113884,40.570515],[-80.113907,40.57546],[-80.086184,40.556911],[-80.081153,40.553587],[-80.064048,40.542246],[-80.063394,40.532711],[-80.062322,40.515864],[-80.062292,40.515437],[-80.071235,40.518173],[-80.095882,40.526587],[-80.109127,40.531505],[-80.121556,40.536256],[-80.121797,40.541399],[-80.122092,40.549091]]]]},""properties"":{""MOVEMENT_ID"":""19"",""DISPLAY_NAME"":""1500 Roosevelt Road, Pittsburgh"",""GEOID10"":""42003437000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-80.122092,40.549091],[-80.119901,40.551148],[-80.115702,40.553051],[-80.113852,40.558766],[-80.113522,40.562274],[-80.113457,40.566145],[-80.116675,40.570457],[-80.113884,40.570515],[-80.113907,40.57546],[-80.086184,40.556911],[-80.081153,40.553587],[-80.064048,40.542246],[-80.063394,40.532711],[-80.062322,40.515864],[-80.062292,40.515437],[-80.071235,40.518173],[-80.095882,40.526587],[-80.109127,40.531505],[-80.121556,40.536256],[-80.121797,40.541399],[-80.122092,40.549091]]]]},""properties"":{""MOVEMENT_ID"":""19"",""DISPLAY_NAME"":""1500 Roosevelt Road, Pittsburgh"",""GEOID10"":""42003437000""}}"
25,20,567,12,8,9010,10538750,56.0680191474088,393.23488692743,42003416000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.811297,40.561932],[-79.806299,40.562061],[-79.798196,40.56229],[-79.775699,40.562828],[-79.77187,40.562967],[-79.765946,40.550915],[-79.765415,40.549854],[-79.763698,40.546025],[-79.764172,40.544264],[-79.771137,40.544153],[-79.774548,40.544024],[-79.779535,40.54676],[-79.781492,40.548465],[-79.783985,40.548415],[-79.788866,40.548323],[-79.788757,40.545565],[-79.795052,40.545378],[-79.795248,40.547225],[-79.798976,40.549119],[-79.807903,40.548899],[-79.808051,40.553994],[-79.811163,40.553967],[-79.81118,40.555577],[-79.811297,40.561932]]]]},""properties"":{""MOVEMENT_ID"":""20"",""DISPLAY_NAME"":""100 Riddle Run Road, Orrville, Springdale"",""GEOID10"":""42003416000""}}","{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.811297,40.561932],[-79.806299,40.562061],[-79.798196,40.56229],[-79.775699,40.562828],[-79.77187,40.562967],[-79.765946,40.550915],[-79.765415,40.549854],[-79.763698,40.546025],[-79.764172,40.544264],[-79.771137,40.544153],[-79.774548,40.544024],[-79.779535,40.54676],[-79.781492,40.548465],[-79.783985,40.548415],[-79.788866,40.548323],[-79.788757,40.545565],[-79.795052,40.545378],[-79.795248,40.547225],[-79.798976,40.549119],[-79.807903,40.548899],[-79.808051,40.553994],[-79.811163,40.553967],[-79.81118,40.555577],[-79.811297,40.561932]]]]},""properties"":{""MOVEMENT_ID"":""20"",""DISPLAY_NAME"":""100 Riddle Run Road, Orrville, Springdale"",""GEOID10"":""42003416000""}}",
26,20,567,5,7,8633,11134193,49.6722233452726,352.765716923849,42003416000,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.811297,40.561932],[-79.806299,40.562061],[-79.798196,40.56229],[-79.775699,40.562828],[-79.77187,40.562967],[-79.765946,40.550915],[-79.765415,40.549854],[-79.763698,40.546025],[-79.764172,40.544264],[-79.771137,40.544153],[-79.774548,40.544024],[-79.779535,40.54676],[-79.781492,40.548465],[-79.783985,40.548415],[-79.788866,40.548323],[-79.788757,40.545565],[-79.795052,40.545378],[-79.795248,40.547225],[-79.798976,40.549119],[-79.807903,40.548899],[-79.808051,40.553994],[-79.811163,40.553967],[-79.81118,40.555577],[-79.811297,40.561932]]]]},""properties"":{""MOVEMENT_ID"":""20"",""DISPLAY_NAME"":""100 Riddle Run Road, Orrville, Springdale"",""GEOID10"":""42003416000""}}",,"{""type"":""Feature"",""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-79.811297,40.561932],[-79.806299,40.562061],[-79.798196,40.56229],[-79.775699,40.562828],[-79.77187,40.562967],[-79.765946,40.550915],[-79.765415,40.549854],[-79.763698,40.546025],[-79.764172,40.544264],[-79.771137,40.544153],[-79.774548,40.544024],[-79.779535,40.54676],[-79.781492,40.548465],[-79.783985,40.548415],[-79.788866,40.548323],[-79.788757,40.545565],[-79.795052,40.545378],[-79.795248,40.547225],[-79.798976,40.549119],[-79.807903,40.548899],[-79.808051,40.553994],[-79.811163,40.553967],[-79.81118,40.555577],[-79.811297,40.561932]]]]},""properties"":{""MOVEMENT_ID"":""20"",""DISPLAY_NAME"":""100 Riddle Run Road, Orrville, Springdale"",""GEOID10"":""42003416000""}}"
