status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryType,boundaryYear,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KGZ-ADM1-dev,KGZ,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KGZ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MHL-ADM0-dev,MHL,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MHL_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ROU-ADM0-dev,ROU,ADM0,2016.0,AgenÃÂÃ¢ÂÂºia NaÃÂÃ¢ÂÂºionalÃÂÃÂ de Cadastru ÃÂÃ¢ÂÂ¢i Publicitate ImobiliarÃÂÃÂ,nan,,Open Data Commons Open Database License 1.0,License on source page. Additional information in linked PDF.,http//data.gov.ro/dataset/unitati-administrative,http//data.gov.ro/dataset/unitati-administrative,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ROU_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TKM-ADM1-dev,TKM,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TKM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BGD-ADM1-dev,BGD,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BGD_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,URY-ADM0-dev,URY,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/URY_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LBN-ADM2-dev,LBN,ADM2,2009.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LBN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KOR-ADM1-dev,KOR,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KOR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,GRC-ADM0-dev,GRC,ADM0,2016.0,EuroGeoGraphics,Regional IM Working Group - Europe,,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https//data.humdata.org/dataset/gree,https//data.humdata.org/dataset/gree,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GRC_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,URY-ADM1-dev,URY,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/URY_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TON-ADM0-dev,TON,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TON_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,PRK-ADM1-dev,PRK,ADM1,2010.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PRK_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,PLW-ADM0-dev,PLW,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PLW_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,QAT-ADM2-dev,QAT,ADM2,2015.0,geoBoundaries,Qatar Open Data Portal,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,https//www.data.gov.qa/pages/license/annexes,https//www.data.gov.qa/explore/dataset/gis-statistics/export/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/QAT_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,AUT-ADM4-dev,AUT,ADM4,2017.0,"Federal Office for Metrology and Survey, Austria",Bundesministerium Digitaliserung und Wirtschaftsstandort,,Creative Commons Attribution-ShareAlike 2.0,nan,https//twitter.com/WMgeoLab/status/1253487894313959424,"https//www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AUT_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NZL-ADM0-dev,NZL,ADM0,2017.0,NZ Stats,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http//www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,http//www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NZL_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,COL-ADM1-dev,COL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/COL_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,COL-ADM1-dev,COL,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/OMN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LKA-ADM2-dev,LKA,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LKA_ADM2.zip
PASS,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,NGA-ADM 2-dev,NGA,ADM 2,2017,The World Bank Data Catalog,HDX,Local Government Area,Creative Commons Attribution 4.0 (CC BY 4.0),,https//datacatalog.worldbank.org/public-licenses#cc-by,https//datacatalog.worldbank.org/dataset/nigeria-administrative-boundaries-2017,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NGA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,CPV-ADM1-dev,CPV,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CPV_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SVK-ADM1-dev,SVK,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SVK_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,MYS-ADM2-dev,MYS,ADM2,2018.0,Wikipedia,Department of Statistics Malaysia,,Creative Commons Attribution 4.0 International (CC BY 4.0),Shapefile digitized from https//upload.wikimedia.org/wikipedia/commons/2/2b/Malaysia_location_map_with_districts.svg,https//en.wikipedia.org/wiki/File,https//en.wikipedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MYS_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,MYS-ADM2-dev,MYS,ADM2,2018.0,Wikipedia,Department of Statistics Malaysia,,Creative Commons Attribution 4.0 International (CC BY 4.0),Shapefile digitized from https//upload.wikimedia.org/wikipedia/commons/2/2b/Malaysia_location_map_with_districts.svg,https//en.wikipedia.org/wiki/File,https//en.wikipedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SSD_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,AUT-ADM3-dev,AUT,ADM3,2017.0,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,,Creative Commons Attribution-ShareAlike 2.0,nan,https//twitter.com/WMgeoLab/status/1253487894313959424,"https//www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AUT_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AND-ADM0-dev,AND,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AND_ADM0.zip
PASS,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ALB-ADM3-dev,ALB,ADM3,2013,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ALB_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DNK-ADM0-dev,DNK,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DNK_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,FIN-ADM3-dev,FIN,ADM3,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/FIN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LTU-ADM0-dev,LTU,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LTU_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,ARM-ADM1-dev,ARM,ADM1,2014.0,Government of Armenia,United Nations Office for the Coordination of Humanitarian Affairs ROCCA,,Creative Commons Attribution for Intergovernmental Organisations (CC BY-IGO),Creative Commons Attribution for Intergovernmental Organizations,https//data.humdata.org/dataset/armenia-administrative-boundaries,https//data.humdata.org/dataset/armenia-administrative-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ARM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ARE-ADM0-dev,ARE,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ARE_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,AUS-ADM1-dev,AUS,ADM1,2016.0,PSMA Australia Limited,data.gov.au,,Creative Commons Attribution 4.0 International (CC BY 4.0),Attribution 4.0 International (CC BY 4.0),https//data.gov.au/dataset/ds-dga-bdcf5b09-89bc-47ec-9281-6b8e9ee147aa/details,https//data.gov.au/dataset/psma-administrative-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AUS_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,BRA-ADM2-dev,BRA,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRA_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KWT-ADM1-dev,KWT,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KWT_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,TJK-ADM2-dev,TJK,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TJK_ADM2.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,EST-ADM3-dev,EST,ADM3,2018.0,Estonia Land Board Geoportal,nan,,Other - Organization Specific,Use not restricted but the reference to the data source (i.e. Estonian Land Board) and validity date (01.02.2018) must be made,https//geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,https//geoportaal.maaamet.ee/eng/Maps-and-Data/Administrative-and-Settlement-Division-p312.html,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/EST_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,EGY-ADM0-dev,EGY,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/EGY_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,GRL-ADM0-dev,GRL,ADM0,2020.0,OpenStreetMap,Geofabrik,,Creative Commons Attribution-ShareAlike 2.0,Creative Commons Attribution-ShareAlike 2.0,https//download.geofabrik.de/north-america/greenland.html,https//download.geofabrik.de/north-america/greenland.html,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GRL_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,CRI-ADM0-dev,CRI,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CRI_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,HUN-ADM3-dev,HUN,ADM3,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HUN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,JPN-ADM2-dev,JPN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/JPN_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,JPN-ADM2-dev,JPN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM4.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,JPN-ADM2-dev,JPN,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SEN_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,ETH-ADM1-dev,ETH,ADM1,2016.0,Open Africa,Code for Ethiopia,,Open Data Commons Open Database License 1.0,http//opendefinition.org/licenses/cc-by/,https//africaopendata.org/dataset/ethiopia-shapefiles,https//africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ETH_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,ETH-ADM1-dev,ETH,ADM1,2016.0,Open Africa,Code for Ethiopia,,Open Data Commons Open Database License 1.0,http//opendefinition.org/licenses/cc-by/,https//africaopendata.org/dataset/ethiopia-shapefiles,https//africaopendata.org/dataset/ethiopia-shapefiles,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MDG_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,NZL-ADM3-dev,NZL,ADM3,2017.0,NZ Stats,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0,http//www.stats.govt.nz/about_us/about-this-site/copyright-terms-of-use.aspx,http//www.stats.govt.nz/browse_for_stats/Maps_and_geography/Geographic-areas/digital-boundary-files.aspx,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NZL_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MCO-ADM1-dev,MCO,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MCO_ADM1.zip
PASS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BFA-ADM1-dev,BFA,ADM1,2017,World Bank,Â,Region,Creative Commons Attribution 4.0 (CC BY 4.0),Â,https//datacatalog.worldbank.org/public-licenses#cc-by,https//datacatalog.worldbank.org/dataset/burkina-faso-administrative-boundaries-2017,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BFA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,CHE-ADM1-dev,CHE,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CHE_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,BEL-ADM4-dev,BEL,ADM4,2018.0,Namur Capitale,Statistics Belgium,,Creative Commons Attribution 4.0 International (CC BY 4.0),Creative Commons Attribution 4.0 International (CC BY 4.0),https//data.namur.be/pages/licence/,"https//data.namur.be/explore/dataset/communes-belges/information/?location=8,50.5124,4.4752&basemap=jawg.streets",https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEL_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,BFA-ADM3-dev,BFA,ADM3,2007.0,"New York University Spatial Data Repository, Stanford University",Map Maker Limited,,Public Domain,License on metadata pop-up on source page,https//geo.nyu.edu/catalog/stanford-bv378fk8507,https//geo.nyu.edu/catalog/stanford-bv378fk8507,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BFA_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BDI-ADM0-dev,BDI,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BDI_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,AGO-ADM0-dev,AGO,ADM0,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,nan,nan,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AGO_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,UZB-ADM2-dev,UZB,ADM2,2017.0,"OpenStreetMap, digitized from https//en.wikipedia.org/wiki/Districts_of_Uzbekistan#/media/File",Allison Bowers,,Public Domain,nan,https//commons.wikimedia.org/wiki/File,https//commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/UZB_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,CHN-ADM3-dev,CHN,ADM3,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CHN_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LAO-ADM2-dev,LAO,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LAO_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,LAO-ADM2-dev,LAO,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SEN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,CMR-ADM2-dev,CMR,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CMR_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,CMR-ADM2-dev,CMR,ADM2,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/VNM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,ATA-ADM0-dev,ATA,ADM0,2020.0,Natural Earth,nan,,Public Domain,nan,https//www.naturalearthdata.com/about/terms-of-use/,https//www.naturalearthdata.com/downloads/10m-physical-vectors/10m-antarctic-ice-shelves/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ATA_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BOL-ADM0-dev,BOL,ADM0,2015.0,GeoBolivia,Derived from ADM3 layer,,Public Domain,"Public Domain; ""free use and access to information""",https//geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,https//geo.gob.bo/geonetwork/srv/spa/catalog.search#/metadata/aeeb85a9-23df-48d4-a4e5-dd19e8b206db,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BOL_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,HRV-ADM1-dev,HRV,ADM1,2017.0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HRV_ADM1.zip
